Species	PFT	Original names
Acacia pycnantha	(tree)	['Acacia pycnantha']
Acacia pycnostachya	(tree)	['Acacia pycnostachya']
Acacia pyrifolia	(tree)	['Acacia pyrifolia']
Acacia quadrilateralis	(tree)	['Acacia quadrilateralis']
Acacia quadrimarginea	(tree)	['Acacia quadrimarginea']
Acacia quornensis	(tree)	['Acacia quornensis']
Acacia racospermoides	(shrub/tree)	['Acacia racospermoides']
Acacia ramulosa	(shrub/tree)	['Acacia ramulosa']
Acacia repanda	(tree)	['Acacia repanda']
Acacia resinimarginea	(tree)	['Acacia resinimarginea']
Acacia retinodes	(tree)	['Acacia retinodes']
Acacia retivenea	(shrub)	['Acacia retivenea']
Acacia rhetinocarpa	(shrub)	['Acacia rhetinocarpa']
Acacia rhigiophylla	(shrub)	['Acacia rhigiophylla']
Acacia rhodophloia	(shrub/tree)	['Acacia rhodophloia']
Acacia rhodoxylon	(tree)	['Acacia rhodoxylon']
Acacia riceana	(tree)	['Acacia riceana']
Acacia richii	(tree)	['Acacia richii']
Acacia rigens	(shrub)	['Acacia rigens']
Acacia rossei	(tree)	['Acacia rossei']
Acacia rostellifera	(tree)	['Acacia rostellifera']
Acacia rothii	(tree)	['Acacia rothii']
Acacia rubida	(tree)	['Acacia rubida']
Acacia rupicola	(shrub)	['Acacia rupicola']
Acacia ruppii	(shrub)	['Acacia ruppii']
Acacia saliciformis	(tree)	['Acacia saliciformis']
Acacia salicina	(tree)	['Acacia salicina']
Acacia saligna	(shrub/tree)	['Acacia cyanophylla', 'Acacia saligna']
Acacia schinoides	(tree)	['Acacia schinoides']
Acacia scirpifolia	(shrub/tree)	['Acacia scirpifolia']
Acacia sclerophylla	(tree)	['Acacia sclerophylla']
Acacia sclerosperma	(tree)	['Acacia sclerosperma']
Acacia semirigida	(tree)	['Acacia semirigida']
Acacia sertiformis	(tree)	['Acacia sertiformis']
Acacia shirleyi	(tree)	['Acacia shirleyi']
Acacia sibilans	(tree)	['Acacia sibilans']
Acacia sibirica	(shrub/tree)	['Acacia clivicola', 'Acacia sibirica']
Acacia siculiformis	(tree)	['Acacia siculiformis']
Acacia silvestris	(tree)	['Acacia silvestris']
Acacia simmonsiana	(shrub)	['Acacia simmonsiana']
Acacia simsii	(tree)	['Acacia simsii']
Acacia species	not assigned	['Acacia capitata', 'Acacia cunninghamii', 'Acacia discolor', 'Acacia glaucescens', 'Acacia mollissima', 'Acacia nana', 'Acacia nova-anglica', 'Acacia phyllodes', 'Acacia spathulata', 'Acacia stowardii', 'Acacia vermicularis', 'Acacia vypres']
Acacia spectabilis	(tree)	['Acacia spectabilis']
Acacia spilleriana	(shrub)	['Acacia spilleriana']
Acacia spinescens	(shrub)	['Acacia spinescens']
Acacia splendens	(shrub)	['Acacia splendens']
Acacia spondylophylla	(shrub)	['Acacia spondylophylla']
Acacia spooneri	(shrub)	['Acacia spooneri']
Acacia sporadica	(shrub)	['Acacia sporadica']
Acacia squamata	(shrub)	['Acacia squamata']
Acacia startii	(shrub)	['Acacia startii']
Acacia steedmanii	(shrub/tree)	['Acacia steedmanii']
Acacia stellaticeps	(shrub)	['Acacia stellaticeps']
Acacia stenophylla	(tree)	['Acacia stenophylla']
Acacia stereophylla	(tree)	['Acacia stereophylla']
Acacia stipuligera	(tree)	['Acacia stipuligera']
Acacia stricta	(shrub/tree)	['Acacia stricta']
Acacia strongylophylla	(shrub)	['Acacia strongylophylla']
Acacia suaveolens	(shrub)	['Acacia suaveolens']
Acacia subcaerulea	(shrub)	['Acacia subcaerulea']
Acacia subporosa	(tree)	['Acacia subporosa']
Acacia subracemosa	(shrub)	['Acacia subracemosa']
Acacia subtessarogona	(tree)	['Acacia subtessarogona']
Acacia subtilinervis	(shrub)	['Acacia subtilinervis']
Acacia subulata	(tree)	['Acacia subulata']
Acacia sulcata	(tree)	['Acacia sulcata']
Acacia telmica	(tree)	['Acacia telmica']
Acacia tenuissima	(shrub)	['Acacia tenuissima']
Acacia terminalis	(shrub/tree)	['Acacia terminalis']
Acacia tetragonophylla	(shrub)	['Acacia tetragonophylla']
Acacia tetraneura	(shrub)	['Acacia tetraneura']
Acacia toondulya	(tree)	['Acacia toondulya']
Acacia torringtonensis	(tree)	['Acacia torringtonensis']
Acacia torulosa	(tree)	['Acacia torulosa']
Acacia trachycarpa	(tree)	['Acacia trachycarpa']
Acacia trachyphloia	(tree)	['Acacia trachyphloia']
Acacia trapezoidea	(shrub)	['Acacia littorea']
Acacia tratmaniana	(shrub)	['Acacia tratmaniana']
Acacia trinervata	(tree)	['Acacia trinervata']
Acacia trineura	(shrub)	['Acacia trineura']
Acacia triptera	(shrub)	['Acacia triptera']
Acacia triquetra	(shrub)	['Acacia triquetra']
Acacia tropica	(shrub/tree)	['Acacia tropica']
Acacia truncata	(shrub)	['Acacia truncata']
Acacia tumida	(tree)	['Acacia tumida']
Acacia ulicifolia	(shrub/tree)	['Acacia juniperina', 'Acacia ulicifolia']
Acacia ulicina	(tree)	['Acacia ulicina']
Acacia umbellata	(shrub/tree)	['Acacia umbellata']
Acacia uncinata	(shrub)	['Acacia uncinata']
Acacia undosa	(shrub)	['Acacia undosa']
Acacia undulifolia	(tree)	['Acacia undulifolia']
Acacia urophylla	(tree)	['Acacia urophylla']
Acacia venulosa	(tree)	['Acacia venulosa']
Acacia verniciflua	(shrub/tree)	['Acacia verniciflua']
Acacia veronica	(tree)	['Acacia veronica']
Acacia verticillata	(shrub/tree)	['Acacia verticillata']
Acacia vestita	(tree)	['Acacia vestita']
Acacia victoriae	(shrub)	['Acacia victoriae']
Acacia viscidula	(tree)	['Acacia viscidula']
Acacia vittata	(tree)	['Acacia vittata']
Acacia wattsiana	(tree)	['Acacia wattsiana']
Acacia whibleyana	(tree)	['Acacia whibleyana']
Acacia wilhelmiana	(shrub)	['Acacia wilhelmiana']
Acacia williamsiana	(tree)	['Acacia williamsiana']
Acacia xiphophylla	(tree)	['Acacia xiphophylla']
Acacia yorkrakinensis	(tree)	['Acacia yorkrakinensis']
Acaciella angustissima	(shrub/tree)	['Acacia angustissima', 'Acaciella angustissima']
Acaciella glauca	(legume?)	['Leucaena glauca']
Acaena agnipila	forb	['Acaena agnipila']
Acaena alpina	(shrub)	['Acaena alpina']
Acaena anserinifolia	forb	['Acaena anserinifolia']
Acaena antarctica	forb	['Acaena antarctica']
Acaena argentea	forb	['Acaena argentea']
Acaena caesiiglauca	forb	['Acaena caesiiglauca']
Acaena confertissima	not assigned	['Acaena confertissima']
Acaena echinata	forb	['Acaena echinata']
Acaena fissistipula	forb	['Acaena fissistipula']
Acaena integerrima	forb	['Acaena integerrima']
Acaena leptacantha	forb	['Acaena leptacantha']
Acaena lucida	forb	['Acaena lucida']
Acaena macrocephala	not assigned	['Acaena macrocephala']
Acaena magellanica	forb	['Acaena magellanica']
Acaena novae-zelandiae	forb	['Acaena novae-zelandiae']
Acaena ovalifolia	forb	['Acaena ovalifolia']
Acaena ovina	forb	['Acaena ovina']
Acaena pallida	forb	['Acaena pallida']
Acaena pinnatifida	forb	['Acaena pinnatifida']
Acaena platyacantha	not assigned	['Acaena platyacantha', 'Acaena rahuensis']
Acaena poeppigiana	not assigned	['Acaena pseudopoeppigiana', 'Acaena skottsbergii']
Acaena sericea	forb	['Acaena sericea']
Acaena species	not assigned	['Acaena adenocarpa', 'Acaena multifida']
Acaena splendens	forb	['Acaena splendens']
Acaena subnitens	not assigned	['Acaena subnitens']
Acaena tehuelcha	not assigned	['Acaena tehuelcha']
Acaena tenera	forb	['Acaena tenera']
Acaena trifida	not assigned	['Acaena trifida']
Acalypha acrogyna	(shrub)	['Acalypha acrogyna']
Acalypha allenii	forb	['Acalypha allenii']
Acalypha ambigua	forb	['Acalypha ambigua']
Acalypha argentii	not assigned	['Acalypha argentira']
Acalypha arvensis	forb	['Acalypha arvensis']
Acalypha australis	forb	['Acalypha australis']
Acalypha bipartita	(shrub)	['Acalypha bipartita']
Acalypha brachystachya	forb	['Acalypha brachystachya']
Acalypha caperonioides	forb	['Acalypha caperonioides']
Acalypha caturus	(tree)	['Acalypha caturus']
Acalypha chirindica	(shrub/tree)	['Acalypha chirindica']
Acalypha ciliata	forb	['Acalypha ciliata']
Acalypha cincta	(shrub)	['Acalypha cincta']
Acalypha claoxyloides	(shrub)	['Acalypha claoxyloides']
Acalypha clutioides	(shrub/tree)	['Acalypha clutioides']
Acalypha communis	forb	['Acalypha communis']
Acalypha crenata	conflicting (forb vs. shrub)	['Acalypha crenata']
Acalypha cuneata	not assigned	['Acalypha cuneata']
Acalypha decaryana	not assigned	['Acalypha decaryana']
Acalypha dikuluwensis	(shrub/tree)	['Acalypha dikuluwensis']
Acalypha diversifolia	(shrub)	['Acalypha diversifolia']
Acalypha filipes	forb	['Acalypha filipes']
Acalypha fimbriata	forb	['Acalypha fimbriata']
Acalypha fruticosa	(shrub)	['Acalypha fruticosa']
Acalypha fuscescens	forb	['Acalypha fuscescens']
Acalypha glabrata	(shrub/tree)	['Acalypha glabrata']
Acalypha grandis	(shrub/tree)	['Acalypha grandis']
Acalypha havanensis	forb	['Acalypha havanensis']
Acalypha hispida	(shrub)	['Acalypha hispida']
Acalypha indica	forb	['Acalypha indica']
Acalypha lanceolata	conflicting (forb vs. shrub)	['Acalypha lanceolata']
Acalypha langiana	forb	['Acalypha langiana']
Acalypha lepinei	(shrub)	['Acalypha lepinei']
Acalypha macrostachya	(tree)	['Acalypha macrostachya']
Acalypha nemorum	(shrub)	['Acalypha nemorum']
Acalypha neptunica	(shrub/tree)	['Acalypha neptunica']
Acalypha nyasica	forb	['Acalypha nyasica']
Acalypha ornata	(shrub)	['Acalypha ornata']
Acalypha ostryifolia	forb	['Acalypha ostryifolia']
Acalypha paucifolia	forb	['Acalypha paucifolia']
Acalypha peduncularis	forb	['Acalypha peduncularis']
Acalypha petiolaris	forb	['Acalypha villicaulis']
Acalypha phleoides	forb	['Acalypha phleoides']
Acalypha polymorpha	forb	['Acalypha polymorpha']
Acalypha psilostachya	conflicting (forb vs. shrub)	['Acalypha psilostachya']
Acalypha pubiflora	(shrub)	['Acalypha pubiflora']
Acalypha racemosa	conflicting (forb vs. shrub)	['Acalypha racemosa']
Acalypha rhomboidea	forb	['Acalypha rhomboidea']
Acalypha segetalis	forb	['Acalypha segetalis']
Acalypha skutchii	(shrub/tree)	['Acalypha skutchii']
Acalypha sonderiana	(shrub)	['Acalypha sonderiana']
Acalypha species	not assigned	['Acalypha pub', 'Acalypha sharpdent', 'Acalypha sharpub']
Acalypha spiciflora	(tree)	['Cleidion spiciflorum']
Acalypha stachyura	(tree)	['Acalypha stachyura']
Acalypha stricta	(tree)	['Acalypha mapirensis']
Acalypha virginica	forb	['Acalypha virginica']
Acalypha welwitschiana	conflicting (forb vs. shrub)	['Acalypha welwitschiana']
Acalypha wilkesiana	(shrub)	['Acalypha compacta', 'Acalypha hamiltoniana', 'Acalypha wilkesiana']
Acampe pachyglossa	forb	['Acampe pachyglossa']
Acampe praemorsa	forb	['Acampe papillosa']
Acamptopappus shockleyi	conflicting (forb vs. shrub)	['Acamptopappus shockleyi']
Acamptopappus sphaerocephalus	(shrub)	['Acamptopappus sphaerocephalus']
Acanthaceae species	not assigned	['Justicia bracteata', 'Justicia divaricata', 'Justicia procumbens', 'Justicia tenella', 'Justicia vahlii', 'Monechma ciliatum']
Acanthephippium sylhetense	forb	['Acanthephippium sylhetense']
Acanthocalycium leucanthum	forb	['Echinopsis leucantha']
Acanthocarpus preissii	forb	['Acanthocarpus preissii']
Acanthocereus cuixmalensis	not assigned	['Peniocereus cuixmalensis']
Acanthocereus rosei	not assigned	['Peniocereus rosei']
Acanthocereus tetragonus	(shrub)	['Acanthocereus occidentalis', 'Cereus tetragonus']
Acanthocladus scleroxylon	(tree)	['Polygala scleroxylon']
Acantholimon diapensioides	conflicting (forb vs. shrub)	['Acantholimon diapensioides']
Acantholippia seriphioides	(shrub)	['Acantholippia seriphioides']
Acanthopsis disperma	forb	['Acanthopsis disperma']
Acanthosicyos horridus	(shrub)	['Acanthosicyos horrida', 'Acanthosicyos horridus']
Acanthospermum australe	forb	['Acanthospermum australe']
Acanthospermum hispidum	forb	['Acanthospermum hispidum']
Acanthostyles buniifolius	(shrub)	['Eupatorium buniifolium']
Acanthosyris annonagustata	(tree)	['Acanthosyris annonagustata']
Acanthosyris falcata	(tree)	['Acanthosyris falcata']
Acanthosyris glabrata	(tree)	['Acanthosyris glabrata', 'Cervantesia colombiana']
Acanthus hirsutus	forb	['Acanthus hirsutus', 'Acanthus syriacus']
Acanthus ilicifolius	conflicting (forb vs. shrub)	['Acanthus ilicifolius']
Acanthus mollis	conflicting (forb vs. shrub)	['Acanthus latifolius', 'Acanthus mollis']
Acanthus pubescens	forb	['Acanthus pubescens']
Acanthus species	not assigned	['Acanthus pallens']
Acanthus spinosus	forb	['Acanthus spinosus']
Acaulimalva acaulis	forb	['Malvastrum acaule']
Accolacuarina rigida	not assigned	['Accolacuarina rigida']
Acer acuminatum	(tree)	['Acer acuminatum']
Acer amplum	(tree)	['Acer catalpifolium']
Acer argutum	(tree)	['Acer argutum']
Acer barbatum	(tree)	['Acer barbatum']
Acer barbinerve	(tree)	['Acer barbinerve']
Acer buergerianum	(shrub/tree)	['Acer buergerianum']
Acer caesium	(tree)	['Acer caesium']
Acer campbellii	(tree)	['Acer campbellii']
Acer campestre	(tree)	['Acer campestre']
Acer capillipes	(tree)	['Acer capillipes']
Acer cappadocicum	(tree)	['Acer cappadocicum', 'Acer cultratum']
Acer carpinifolium	(tree)	['Acer carpinifolium']
Acer caudatifolium	(tree)	['Acer caudatifolium', 'Acer kawakamii', 'Acer morrisonense']
Acer caudatum	(tree)	['Acer caudatum']
Acer circinatum	(shrub/tree)	['Acer circinatum', 'Acer circinnatum']
Acer cissifolium	(tree)	['Acer cissifolium']
Acer coriaceum	(tree)	['Acer coriaceum']
Acer crataegifolium	(shrub)	['Acer crataegifolium']
Acer davidii	(shrub/tree)	['Acer davidii', 'Acer grosseri']
Acer diabolicum	(tree)	['Acer diabolicum']
Acer distylum	(tree)	['Acer distylum']
Acer erianthum	(shrub)	['Acer erianthum']
Acer floridanum	(tree)	['Acer floridanum']
Acer glabrum	(shrub/tree)	['Acer glabrum']
Acer granatense	(tree)	['Acer granatense']
Acer grandidentatum	(shrub/tree)	['Acer grandidentatum']
Acer griseum	(tree)	['Acer griseum']
Acer heldreichii	(tree)	['Acer heldreichii', 'Acer trautvetteri']
Acer henryi	(tree)	['Acer henryi']
Acer hyrcanum	(tree)	['Acer hyrcanum', 'Acer stevenii']
Acer japonicum	(tree)	['Acer japonicum']
Acer laevigatum	(tree)	['Acer laevigatum']
Acer laurinum	(tree)	['Acer decandrum', 'Acer garrettii', 'Acer laurinum', 'Acer niveum']
Acer laxiflorum	(tree)	['Acer laxiflorum']
Acer leucoderme	(tree)	['Acer leucoderme']
Acer lobelii	(tree)	['Acer lobelii']
Acer longipes	(tree)	['Acer longipes']
Acer lucidum	(tree)	['Acer lucidum']
Acer macrophyllum	(tree)	['Acer macrophyllum']
Acer mandshuricum	(tree)	['Acer mandshuricum']
Acer maximowiczianum	(tree)	['Acer maximowiczianum']
Acer micranthum	(tree)	['Acer micranthum']
Acer miyabei	(tree)	['Acer miyabei']
Acer monspessulanum	(tree)	['Acer hermoneum', 'Acer ibericum', 'Acer monspessulanum']
Acer negundo	(tree)	['Acer fraxinifolium', 'Acer negundo']
Acer nigrum	(tree)	['Acer nigrum']
Acer nikoense	(tree)	['Acer nikoense']
Acer oblongum	(tree)	['Acer albo-purpurascens', 'Acer oblongum']
Acer obtusatum	(tree)	['Acer obtusatum']
Acer obtusifolium	(tree)	['Acer obtusifolium']
Acer oliverianum	(shrub/tree)	['Acer oliverianum']
Acer opalus	(tree)	['Acer hispanicum', 'Acer opalus']
Acer palmatum	(shrub/tree)	['Acer palmatum']
Acer pectinatum	(tree)	['Acer pectinatum']
Acer pensylvanicum	(tree)	['Acer pennsylvanicum', 'Acer pensylvanicum']
Acer pictum	(tree)	['Acer mono', 'Acer pictum']
Acer platanoides	(tree)	['Acer platanoides']
Acer pseudoplatanus	(tree)	['Acer pseudoplatanus', 'Acer pseudo-platanus']
Acer pseudosieboldianum	(tree)	['Acer pseudosieboldianum', 'Acer pseudo-sieboldianum']
Acer rubrum	(tree)	['Acer ruba', 'Acer rubrum']
Acer rufinerve	(tree)	['Acer rufinerve']
Acer saccharinum	(tree)	['Acer dasycarpum', 'Acer saccharinum']
Acer saccharum	(tree)	['Acer saccharum']
Acer sempervirens	(shrub/tree)	['Acer orientale', 'Acer sempervirens']
Acer senecaense	(tree)	['Acer senecaense']
Acer serrulatum	(tree)	['Acer serrulatum']
Acer sieboldianum	(tree)	['Acer sieboldianum']
Acer sinense	(tree)	['Acer sinense']
Acer skutchii	(tree)	['Acer skutchii']
Acer species	not assigned	['Acer amoenum', 'Acer flabellatum', 'Acer opulifolium', 'Acer saccharophorum']
Acer spicatum	(shrub/tree)	['Acer spicatum']
Acer stachyophyllum	(shrub/tree)	['Acer stachyophyllum']
Acer sterculiaceum	(shrub/tree)	['Acer sterculiaceum']
Acer tataricum	(shrub/tree)	['Acer ginnala', 'Acer tataricum']
Acer tegmentosum	(tree)	['Acer tegmentosum']
Acer triflorum	(tree)	['Acer triflorum']
Acer truncatum	(tree)	['Acer truncatum']
Acer tschonoskii	(shrub/tree)	['Acer tschonoskii']
Acer ukurunduense	(tree)	['Acer ukurunduense']
Acer velutinum	(tree)	['Acer velutinum']
Acer zoeschense	(tree)	['Acer zoeschense']
Aceratium concinnum	(tree)	['Aceratium concinnum']
Aceratium doggrellii	(tree)	['Aceratium doggrellii']
Aceratium megalospermum	(shrub/tree)	['Aceratium megalospermum']
Aceratium sericeum	(tree)	['Aceratium sericeum']
Aceratium sericoleopsis	(tree)	['Aceratium sericoleopsis']
Achatocarpus praecox	(tree)	['Achatocarpus praecox']
Achillea aegyptiaca	forb	['Achillea aegyptiaca']
Achillea ageratifolia	forb	['Achillea serbica']
Achillea ageratum	forb	['Achillea ageratum']
Achillea alpina	forb	['Achillea alpina']
Achillea arabica	forb	['Achillea biebersteinii']
Achillea asiatica	forb	['Achillea asiatica']
Achillea aspleniifolia	forb	['Achillea aspleniifolia']
Achillea atrata	forb	['Achillea atrata']
Achillea cartilaginea	forb	['Achillea cartilaginea']
Achillea clavennae	forb	['Achillea clavenae', 'Achillea clavennae']
Achillea clusiana	forb	['Achillea clusiana']
Achillea clypeolata	forb	['Achillea clypeolata']
Achillea coarctata	forb	['Achillea coarctata']
Achillea collina	forb	['Achillea collina']
Achillea crithmifolia	forb	['Achillea crithmifolia']
Achillea distans	forb	['Achillea distans']
Achillea erba-rotta	conflicting (forb vs. shrub)	['Achillea erba-rotta', 'Achillea moschata']
Achillea falcata	forb	['Achillea falcata']
Achillea filipendulina	forb	['Achillea filipendulina']
Achillea fragrantissima	forb	['Achillea fragrantissima']
Achillea leptophylla	forb	['Achillea leptophylla']
Achillea macrophylla	forb	['Achillea macrophylla']
Achillea maritima	forb	['Diotis maritima', 'Otanthus maritimus']
Achillea millefolium	forb	['Achillea lanulosa', 'Achillea millefolium']
Achillea nana	forb	['Achillea nana']
Achillea nobilis	forb	['Achillea nobilis']
Achillea odorata	forb	['Achillea odorata']
Achillea pannonica	forb	['Achillea pannonica']
Achillea pratensis	forb	['Achillea pratensis']
Achillea ptarmica	forb	['Achillea ptarmica']
Achillea ptarmicoides	forb	['Achillea ptarmicoides']
Achillea roseoalba	forb	['Achillea roseo-alba']
Achillea salicifolia	forb	['Achillea salicifolia']
Achillea santolina	forb	['Achillea santolina']
Achillea setacea	forb	['Achillea setacea']
Achillea sibirica	forb	['Achillea sibirica']
Achillea species	not assigned	['Achillea arvensis', 'Achillea erba', 'Achillea stricta']
Achillea wilhelmsii	forb	['Achillea wilhelmsii']
Achimenes longiflora	forb	['Achimenes longiflora']
Achlys triphylla	forb	['Achlys triphylla']
Achnatherum breviaristatum	grass	['Achnatherum breviaristatum']
Achnatherum bromoides	grass	['Achnatherum bromoides']
Achnatherum calamagrostis	grass	['Achnatherum calamagrostis', 'Calamagrostis neglecta', 'Stipa calamagrostis']
Achnatherum inebrians	grass	['Achnatherum inebrians', 'Stipa inebrians']
Achnatherum pekinense	grass	['Achnatherum extremiorientale', 'Achnatherum pekinense', 'Stipa extremiorientale', 'Stipa extremiorientalis']
Achnatherum sibiricum	grass	['Achnatherum sibiricum', 'Stipa sibirica']
Achnatherum species	grass	['Piptatherum virescens']
Achnatherum virescens	grass	['Oryzopsis virescens']
Achnophora tatei	forb	['Achnophora tatei']
Achyrachaena mollis	forb	['Achyrachaena mollis']
Achyranthemum paniculatum	not assigned	['Syncarpha paniculata']
Achyranthes aspera	conflicting (forb vs. shrub)	['Achyranthes aspera']
Achyranthes bidentata	conflicting (forb vs. shrub)	['Achyranthes bidentata', 'Achyranthes japonica', 'Achyranthes longifolia']
Achyranthes splendens	(shrub)	['Achyranthes splendens']
Achyrocline satureioides	forb	['Achyrocline satureioides']
Achyropsis gracilis	forb	['Achyropsis gracilis']
Achyropsis laniceps	forb	['Achyropsis laniceps']
Achyropsis leptostachya	conflicting (forb vs. shrub)	['Achyropsis leptostachya']
Achyrospermum cryptanthum	conflicting (forb vs. shrub)	['Achyrospermum cryptanthum']
Achyrospermum laterale	forb	['Achyrospermum laterale']
Achyrospermum schimperi	forb	['Achyrospermum schimperi']
Aciachne acicularis	grass	['Aciachne acicularis']
Aciachne flagellifera	grass	['Aciachne flagellifera']
Aciachne pulvinata	grass	['Aciachne pulvinata']
Acianthera verecunda	forb	['Pleurothallis verecunda']
Acianthus caudatus	forb	['Acianthus caudatus']
Acianthus exsertus	forb	['Acianthus exsertus']
Acianthus fornicatus	forb	['Acianthus fornicatus']
Acianthus pusillus	forb	['Acianthus pusillus']
Acicarpha tribuloides	forb	['Acicarpha tribuloides']
Acidocroton lobulatus	forb	['Acidocroton lobulatus']
Acidosasa breviclavata	grass	['Acidosasa breviclavata']
Acidosasa brilletii	grass	['Acidosasa brilletii']
