Species	Family	Original names
Acalypha macrostachya	Euphorbiaceae	[]
Acalypha nemorum	Euphorbiaceae	[]
Acalypha neptunica	Euphorbiaceae	[]
Acalypha nyasica	Euphorbiaceae	[]
Acalypha ornata	Euphorbiaceae	[]
Acalypha ostryifolia	Euphorbiaceae	[]
Acalypha paucifolia	Euphorbiaceae	[]
Acalypha peduncularis	Euphorbiaceae	[]
Acalypha petiolaris	Euphorbiaceae	['Acalypha villicaulis']
Acalypha phleoides	Euphorbiaceae	[]
Acalypha polymorpha	Euphorbiaceae	[]
Acalypha psilostachya	Euphorbiaceae	[]
Acalypha pubiflora	Euphorbiaceae	[]
Acalypha racemosa	Euphorbiaceae	[]
Acalypha rhomboidea	Euphorbiaceae	[]
Acalypha segetalis	Euphorbiaceae	[]
Acalypha skutchii	Euphorbiaceae	[]
Acalypha sonderiana	Euphorbiaceae	[]
Acalypha species	not assigned	['Acalypha pub', 'Acalypha sharpdent', 'Acalypha sharpub']
Acalypha spiciflora	Euphorbiaceae	['Cleidion spiciflorum']
Acalypha stachyura	Euphorbiaceae	[]
Acalypha stricta	Euphorbiaceae	['Acalypha mapirensis']
Acalypha virginica	Euphorbiaceae	[]
Acalypha welwitschiana	Euphorbiaceae	[]
Acalypha wilkesiana	Euphorbiaceae	['Acalypha compacta', 'Acalypha hamiltoniana']
Acampe pachyglossa	Orchidaceae	[]
Acampe praemorsa	Orchidaceae	['Acampe papillosa']
Acamptopappus shockleyi	Asteraceae	[]
Acamptopappus sphaerocephalus	Asteraceae	[]
Acanthaceae species	not assigned	['Justicia bracteata', 'Justicia divaricata', 'Justicia procumbens', 'Justicia tenella', 'Justicia vahlii', 'Monechma ciliatum']
Acanthephippium sylhetense	Orchidaceae	[]
Acanthocalycium leucanthum	Cactaceae	['Echinopsis leucantha']
Acanthocarpus preissii	Lomandraceae	[]
Acanthocereus cuixmalensis	Cactaceae	['Peniocereus cuixmalensis']
Acanthocereus rosei	Cactaceae	['Peniocereus rosei']
Acanthocereus tetragonus	Cactaceae	['Acanthocereus occidentalis', 'Cereus tetragonus']
Acanthocladus scleroxylon	Polygalaceae	['Polygala scleroxylon']
Acantholimon diapensioides	Plumbaginaceae	[]
Acantholippia seriphioides	Verbenaceae	[]
Acanthopsis disperma	Acanthaceae	[]
Acanthosicyos horridus	Cucurbitaceae	['Acanthosicyos horrida']
Acanthospermum australe	Asteraceae	[]
Acanthospermum hispidum	Asteraceae	[]
Acanthostyles buniifolius	Asteraceae	['Eupatorium buniifolium']
Acanthosyris annonagustata	Santalaceae	[]
Acanthosyris falcata	Santalaceae	[]
Acanthosyris glabrata	Santalaceae	['Cervantesia colombiana']
Acanthus hirsutus	Acanthaceae	['Acanthus syriacus']
Acanthus ilicifolius	Acanthaceae	[]
Acanthus mollis	Acanthaceae	['Acanthus latifolius']
Acanthus pubescens	Acanthaceae	[]
Acanthus species	not assigned	['Acanthus pallens']
Acanthus spinosus	Acanthaceae	[]
Acaulimalva acaulis	Malvaceae	['Malvastrum acaule']
Accolacuarina rigida	not assigned	[]
Acer acuminatum	Aceraceae	[]
Acer amplum	Aceraceae	['Acer catalpifolium']
Acer argutum	Aceraceae	[]
Acer barbatum	Aceraceae	[]
Acer barbinerve	Aceraceae	[]
Acer buergerianum	Aceraceae	[]
Acer caesium	Aceraceae	[]
Acer campbellii	Aceraceae	[]
Acer campestre	Aceraceae	[]
Acer capillipes	Aceraceae	[]
Acer cappadocicum	Aceraceae	['Acer cultratum']
Acer carpinifolium	Aceraceae	[]
Acer caudatifolium	Aceraceae	['Acer kawakamii', 'Acer morrisonense']
Acer caudatum	Aceraceae	[]
Acer circinatum	Aceraceae	['Acer circinnatum']
Acer cissifolium	Aceraceae	[]
Acer coriaceum	Aceraceae	[]
Acer crataegifolium	Aceraceae	[]
Acer davidii	Aceraceae	['Acer grosseri']
Acer diabolicum	Aceraceae	[]
Acer distylum	Aceraceae	[]
Acer erianthum	Aceraceae	[]
Acer floridanum	Aceraceae	[]
Acer glabrum	Aceraceae	[]
Acer granatense	Aceraceae	[]
Acer grandidentatum	Aceraceae	[]
Acer griseum	Aceraceae	[]
Acer heldreichii	Aceraceae	['Acer trautvetteri']
Acer henryi	Aceraceae	[]
Acer hyrcanum	Aceraceae	['Acer stevenii']
Acer japonicum	Aceraceae	[]
Acer laevigatum	Aceraceae	[]
Acer laurinum	Aceraceae	['Acer decandrum', 'Acer garrettii', 'Acer niveum']
Acer laxiflorum	Aceraceae	[]
Acer leucoderme	Aceraceae	[]
Acer lobelii	Aceraceae	[]
Acer longipes	Aceraceae	[]
Acer lucidum	Aceraceae	[]
Acer macrophyllum	Aceraceae	[]
Acer mandshuricum	Aceraceae	[]
Acer maximowiczianum	Aceraceae	[]
Acer micranthum	Aceraceae	[]
Acer miyabei	Aceraceae	[]
Acer monspessulanum	Aceraceae	['Acer hermoneum', 'Acer ibericum']
Acer negundo	Aceraceae	['Acer fraxinifolium']
Acer nigrum	Aceraceae	[]
Acer nikoense	Aceraceae	[]
Acer oblongum	Aceraceae	['Acer albo-purpurascens']
Acer obtusatum	Aceraceae	[]
Acer obtusifolium	Aceraceae	[]
Acer oliverianum	Aceraceae	[]
Acer opalus	Aceraceae	['Acer hispanicum']
Acer palmatum	Aceraceae	[]
Acer pectinatum	Aceraceae	[]
Acer pensylvanicum	Aceraceae	['Acer pennsylvanicum']
Acer pictum	Aceraceae	['Acer mono']
Acer platanoides	Aceraceae	[]
Acer pseudoplatanus	Aceraceae	['Acer pseudo-platanus']
Acer pseudosieboldianum	Aceraceae	['Acer pseudo-sieboldianum']
Acer rubrum	Aceraceae	['Acer ruba']
Acer rufinerve	Aceraceae	[]
Acer saccharinum	Aceraceae	['Acer dasycarpum']
Acer saccharum	Aceraceae	[]
Acer sempervirens	Aceraceae	['Acer orientale']
Acer senecaense	Aceraceae	[]
Acer serrulatum	Aceraceae	[]
Acer sieboldianum	Aceraceae	[]
Acer sinense	Aceraceae	[]
Acer skutchii	Aceraceae	[]
Acer species	not assigned	['Acer amoenum', 'Acer flabellatum', 'Acer opulifolium', 'Acer saccharophorum']
Acer spicatum	Aceraceae	[]
Acer stachyophyllum	Aceraceae	[]
Acer sterculiaceum	Aceraceae	[]
Acer tataricum	Aceraceae	['Acer ginnala']
Acer tegmentosum	Aceraceae	[]
Acer triflorum	Aceraceae	[]
Acer truncatum	Aceraceae	[]
Acer tschonoskii	Aceraceae	[]
Acer ukurunduense	Aceraceae	[]
Acer velutinum	Aceraceae	[]
Acer zoeschense	Aceraceae	[]
Aceratium concinnum	Elaeocarpaceae	[]
Aceratium doggrellii	Elaeocarpaceae	[]
Aceratium megalospermum	Elaeocarpaceae	[]
Aceratium sericeum	Elaeocarpaceae	[]
Aceratium sericoleopsis	Elaeocarpaceae	[]
Achatocarpus praecox	Achatocarpaceae	[]
Achillea aegyptiaca	Asteraceae	[]
Achillea ageratifolia	Asteraceae	['Achillea serbica']
Achillea ageratum	Asteraceae	[]
Achillea alpina	Asteraceae	[]
Achillea arabica	Asteraceae	['Achillea biebersteinii']
Achillea asiatica	Asteraceae	[]
Achillea aspleniifolia	Asteraceae	[]
Achillea atrata	Asteraceae	[]
Achillea cartilaginea	Asteraceae	[]
Achillea clavennae	Asteraceae	['Achillea clavenae']
Achillea clusiana	Asteraceae	[]
Achillea clypeolata	Asteraceae	[]
Achillea coarctata	Asteraceae	[]
Achillea collina	Asteraceae	[]
Achillea crithmifolia	Asteraceae	[]
Achillea distans	Asteraceae	[]
Achillea erba-rotta	Asteraceae	['Achillea moschata']
Achillea falcata	Asteraceae	[]
Achillea filipendulina	Asteraceae	[]
Achillea fragrantissima	Asteraceae	[]
Achillea leptophylla	Asteraceae	[]
Achillea macrophylla	Asteraceae	[]
Achillea maritima	conflicting (Asteraceae vs. Chenopodiaceae)	['Diotis maritima', 'Otanthus maritimus']
Achillea millefolium	Asteraceae	['Achillea lanulosa']
Achillea nana	Asteraceae	[]
Achillea nobilis	Asteraceae	[]
Achillea odorata	Asteraceae	[]
Achillea pannonica	Asteraceae	[]
Achillea pratensis	Asteraceae	[]
Achillea ptarmica	Asteraceae	[]
Achillea ptarmicoides	Asteraceae	[]
Achillea roseoalba	Asteraceae	['Achillea roseo-alba']
Achillea salicifolia	Asteraceae	[]
Achillea santolina	Asteraceae	[]
Achillea setacea	Asteraceae	[]
Achillea sibirica	Asteraceae	[]
Achillea species	not assigned	['Achillea arvensis', 'Achillea erba', 'Achillea stricta']
Achillea wilhelmsii	Asteraceae	[]
Achimenes longiflora	Gesneriaceae	[]
Achlys triphylla	Berberidaceae	[]
Achnatherum breviaristatum	Poaceae	[]
Achnatherum bromoides	Poaceae	[]
Achnatherum calamagrostis	Poaceae	['Calamagrostis neglecta', 'Stipa calamagrostis']
Achnatherum inebrians	Poaceae	['Stipa inebrians']
Achnatherum pekinense	Poaceae	['Achnatherum extremiorientale', 'Stipa extremiorientale', 'Stipa extremiorientalis']
Achnatherum sibiricum	Poaceae	['Stipa sibirica']
Achnatherum species	not assigned	['Piptatherum virescens']
Achnatherum virescens	Poaceae	['Oryzopsis virescens']
Achnophora tatei	Asteraceae	[]
Achyrachaena mollis	Asteraceae	[]
Achyranthemum paniculatum	Asteraceae	['Syncarpha paniculata']
Achyranthes aspera	Amaranthaceae	[]
Achyranthes bidentata	Amaranthaceae	['Achyranthes japonica', 'Achyranthes longifolia']
Achyranthes splendens	Amaranthaceae	[]
Achyrocline satureioides	Asteraceae	[]
Achyropsis gracilis	Amaranthaceae	[]
Achyropsis laniceps	Amaranthaceae	[]
Achyropsis leptostachya	Amaranthaceae	[]
Achyrospermum cryptanthum	Lamiaceae	[]
Achyrospermum laterale	Lamiaceae	[]
Achyrospermum schimperi	Lamiaceae	[]
Aciachne acicularis	Poaceae	[]
Aciachne flagellifera	Poaceae	[]
Aciachne pulvinata	Poaceae	[]
Acianthera verecunda	Orchidaceae	['Pleurothallis verecunda']
Acianthus caudatus	Orchidaceae	[]
Acianthus exsertus	Orchidaceae	[]
Acianthus fornicatus	Orchidaceae	[]
Acianthus pusillus	Orchidaceae	[]
Acicarpha tribuloides	Calyceraceae	[]
Acidocroton lobulatus	Euphorbiaceae	[]
Acidosasa breviclavata	Poaceae	[]
Acidosasa brilletii	Poaceae	[]
Acidosasa chinensis	Poaceae	[]
Acidosasa edulis	Poaceae	[]
Acidosasa glauca	Poaceae	['Acidosasa chinouensis']
Acidosasa guangxiensis	Poaceae	[]
Acidosasa lingchuanensis	Poaceae	[]
Acidosasa nanunica	Poaceae	[]
Acidosasa notata	Poaceae	[]
Acidosasa purpurea	Poaceae	[]
Acidosasa venusta	Poaceae	[]
Acioa edulis	Chrysobalanaceae	[]
Acioa guianensis	Chrysobalanaceae	[]
Acioa longipendula	Chrysobalanaceae	['Couepia longipendula']
Aciphylla aurea	Apiaceae	[]
Aciphylla glacialis	Apiaceae	[]
Aciphylla glaucescens	Apiaceae	[]
Aciphylla simplicifolia	Apiaceae	[]
Aciphylla subflabellata	Apiaceae	[]
Ackama australiensis	Cunoniaceae	['Caldcluvia australiensis']
Ackama brassii	Cunoniaceae	['Caldcluvia brassii']
Ackama celebica	Cunoniaceae	['Caldcluvia celebica']
Ackama paniculosa	Cunoniaceae	['Caldcluvia paniculosa']
Ackama papuana	Cunoniaceae	['Caldcluvia papuana']
Ackama rosifolia	Cunoniaceae	['Ackama rosaefolia', 'Caldcluvia rosifolia']
Acmanthera latifolia	Malpighiaceae	[]
Acmella bellidioides	Asteraceae	[]
Acmella species	not assigned	['Spilanthes ocymifolia']
Acmella uliginosa	Asteraceae	[]
Acmispon americanus	Fabaceae	['Lotus purshianus']
Acmispon argophyllus	Fabaceae	['Lotus argophyllus']
Acmispon brachycarpus	Fabaceae	[]
Acmispon dendroideus	Fabaceae	['Lotus dendroideus']
Acmispon denticulatus	Fabaceae	[]
Acmispon glaber	Fabaceae	['Lotus scoparius']
Acmispon grandiflorus	Fabaceae	['Ottleya grandiflora']
Acmispon junceus	Fabaceae	['Syrmatium junceum']
Acmispon maritimus	Fabaceae	['Lotus salsuginosus']
Acmispon oroboides	Fabaceae	['Lotus oroboides']
Acmispon parviflorus	Fabaceae	['Lotus micranthus']
Acmispon rigidus	Fabaceae	['Lotus rigidus', 'Ottleya rigida']
Acmispon species	not assigned	['Lotus subpinnatus']
Acmispon strigosus	Fabaceae	['Lotus strigosus', 'Ottleya strigosa']
Acmispon wrangelianus	Fabaceae	['Lotus wrangelianus']
Acmispon wrightii	Fabaceae	['Lotus wrightii', 'Ottleya wrightii']
Acoelorraphe wrightii	Arecaceae	['Acoelorrhaphe wrightii']
Acokanthera laevigata	Apocynaceae	[]
Acokanthera oblongifolia	Apocynaceae	['Acokanthera spectabilis']
Acokanthera oppositifolia	Apocynaceae	[]
Acokanthera rotundata	Apocynaceae	[]
Acokanthera schimperi	Apocynaceae	[]
Acomis acoma	Asteraceae	[]
Aconitum alboviolaceum	Ranunculaceae	[]
Aconitum ambiguum	Ranunculaceae	['Aconitum czekanovskyi']
Aconitum austriacum	Ranunculaceae	[]
Aconitum cammarum	Ranunculaceae	[]
Aconitum chasmanthum	Ranunculaceae	[]
Aconitum columbianum	Ranunculaceae	[]
Aconitum degenii	Ranunculaceae	[]
Aconitum delphinifolium	Ranunculaceae	[]
Aconitum firmum	Ranunculaceae	[]
Aconitum fischeri	Ranunculaceae	['Aconitum chinense']
Aconitum glandulosum	Ranunculaceae	['Aconitum altaicum']
Aconitum hebegynum	Ranunculaceae	[]
Aconitum heterophyllum	Ranunculaceae	[]
Aconitum jaluense	Ranunculaceae	['Aconitum paniculigerum']
Aconitum kusnezoffii	Ranunculaceae	[]
Aconitum leucostomum	Ranunculaceae	[]
Aconitum lycoctonum	Ranunculaceae	['Aconitum vulparia']
Aconitum napellus	Ranunculaceae	[]
Aconitum pilipes	Ranunculaceae	[]
Aconitum pilosiusculum	Ranunculaceae	[]
Aconitum plicatum	Ranunculaceae	[]
Aconitum sachalinense	Ranunculaceae	['Aconitum yezoense']
Aconitum senanense	Ranunculaceae	[]
Aconitum septentrionale	Ranunculaceae	[]
Aconitum sinomontanum	Ranunculaceae	[]
Aconitum soongaricum	Ranunculaceae	[]
Aconitum spathulatum	Ranunculaceae	[]
Aconitum species	not assigned	['Aconitum nasutum']
Aconitum talassicum	Ranunculaceae	[]
Aconitum tauricum	Ranunculaceae	[]
Aconitum variegatum	Ranunculaceae	[]
Aconitum violaceum	Ranunculaceae	[]
Aconitum yuparense	Ranunculaceae	[]
Acorus calamus	Acoraceae	['Acorus americanus']
Acosmium cardenasii	Fabaceae	[]
Acostia gracilis	Poaceae	[]
Acourtia dugesii	Asteraceae	[]
Acourtia fruticosa	Asteraceae	['Perezia fruticosa']
Acourtia humboldtii	Asteraceae	['Acourtia alamanii']
Acourtia microcephala	Asteraceae	[]
Acourtia nana	Asteraceae	['Perezia nana']
Acourtia species	not assigned	['Perezia microcephala']
Acourtia thurberi	Asteraceae	[]
Acrachne henrardiana	Poaceae	[]
Acrachne perrieri	Poaceae	[]
Acrachne racemosa	Poaceae	[]
Acrachne verticillata	Poaceae	[]
Acradenia euodiiformis	Rutaceae	[]
Acradenia frankliniae	Rutaceae	[]
Acridocarpus adenophorus	Malpighiaceae	[]
Acridocarpus chloropterus	Malpighiaceae	[]
Acridocarpus excelsus	Malpighiaceae	[]
Acridocarpus katangensis	Malpighiaceae	[]
Acridocarpus natalitius	Malpighiaceae	[]
Acridocarpus orientalis	Malpighiaceae	[]
Acridocarpus smeathmannii	Malpighiaceae	[]
Acritochaete volkensii	Poaceae	[]
Acrocarpus fraxinifolius	Fabaceae	['Aproxarpus fraxinifolius']
Acroceras amplectens	Poaceae	[]
Acroceras attenuatum	Poaceae	[]
Acroceras boivinii	Poaceae	[]
Acroceras calcicola	Poaceae	[]
Acroceras chaseae	Poaceae	[]
Acroceras diffusum	Poaceae	[]
Acroceras elegans	Poaceae	[]
Acroceras excavatum	Poaceae	[]
Acroceras fluminense	Poaceae	[]
Acroceras gabunense	Poaceae	[]
Acroceras ivohibense	Poaceae	[]
Acroceras macrum	Poaceae	[]
Acroceras munroanum	Poaceae	[]
Acroceras parvulum	Poaceae	[]
Acroceras tenuicaule	Poaceae	[]
Acroceras tonkinense	Poaceae	[]
Acroceras zizanioides	Poaceae	[]
Acrocomia aculeata	Arecaceae	['Acrocomia sclerocarpa', 'Acrocomia vinifera']
Acrodon subulatus	Aizoaceae	[]
Acroglochin persicarioides	Chenopodiaceae	[]
Acronychia acidula	Rutaceae	[]
Acronychia acronychioides	Rutaceae	['Acronychia melicopoides']
Acronychia baeuerlenii	Rutaceae	[]
Acronychia crassipetala	Rutaceae	[]
Acronychia goniocarpa	Rutaceae	[]
Acronychia imperforata	Rutaceae	[]
Acronychia laevis	Rutaceae	[]
Acronychia oblongifolia	Rutaceae	[]
Acronychia octandra	Rutaceae	[]
Acronychia parviflora	Rutaceae	[]
Acronychia pedunculata	Rutaceae	['Acronychia laurifolia']
Acronychia pubescens	Rutaceae	[]
Acronychia pullei	Rutaceae	[]
Acronychia suberosa	Rutaceae	[]
Acronychia trifoliolata	Rutaceae	[]
Acronychia vestita	Rutaceae	[]
Acronychia wilcoxiana	Rutaceae	[]
Acrophyllum australe	Cunoniaceae	['Calycomis australis']
Acropogon dzumacensis	Sterculiaceae	[]
Acroporium fuscoflavum	Sematophyllaceae	[]
Acrostichum aureum	Pteridaceae	[]
Acrothamnus colensoi	Epacridaceae	['Cyathodes colensoi', 'Leucopogon colensoi']
Acrothamnus hookeri	Epacridaceae	['Leucopogon hookeri']
Acrothamnus melaleucoides	Epacridaceae	['Leucopogon melaleucoides']
Acrothamnus montanus	Epacridaceae	['Leucopogon montanus']
Acrothamnus suaveolens	Epacridaceae	['Styphelia suaveolens']
Acrotome fleckii	Lamiaceae	[]
Acrotome inflata	Lamiaceae	[]
Acrotriche affinis	Epacridaceae	[]
Acrotriche aggregata	Epacridaceae	[]
Acrotriche cordata	Epacridaceae	[]
Acrotriche depressa	Epacridaceae	[]
Acrotriche divaricata	Epacridaceae	[]
Acrotriche fasciculiflora	Epacridaceae	[]
Acrotriche leucocarpa	Epacridaceae	[]
Acrotriche patula	Epacridaceae	[]
Acrotriche rigida	Epacridaceae	[]
Acrotriche serrulata	Epacridaceae	[]
Actaea asiatica	Ranunculaceae	[]
Actaea dahurica	Ranunculaceae	['Cimicifuga dahurica']
Actaea pachypoda	Ranunculaceae	[]
Actaea racemosa	Ranunculaceae	['Cimicifuga racemosa']
Actaea rubra	Ranunculaceae	['Actaea alba']
Actaea simplex	Ranunculaceae	['Cimicifuga simplex']
Actaea spicata	Ranunculaceae	[]
Actephila excelsa	Euphorbiaceae	[]
Actephila lindleyi	Euphorbiaceae	[]
Actinidia arguta	Actinidiaceae	[]
Actinidia callosa	Actinidiaceae	[]
Actinidia chinensis	Actinidiaceae	['Actinidia deliciosa']
Actinidia kolomikta	Actinidiaceae	[]
Actinidia latifolia	Actinidiaceae	[]
Actinidia polygama	Actinidiaceae	[]
Actinidia rufa	Actinidiaceae	[]
Actinidia strigosa	Actinidiaceae	[]
Actiniopteris dimorpha	Actiniopteridaceae	[]
Actiniopteris pauciloba	Actiniopteridaceae	[]
Actiniopteris radiata	Actiniopteridaceae	[]
Actinobole uliginosum	Asteraceae	[]
Actinocheita filicina	Anacardiaceae	['Actinocheita potentillifolia']
Actinocladum verticillatum	Poaceae	[]
Actinodaphne acuminata	Lauraceae	['Actinodaphne longifolia']
Actinodaphne ambigua	Lauraceae	[]
Actinodaphne angustifolia	Lauraceae	[]
Actinodaphne borneensis	Lauraceae	[]
Actinodaphne glabra	Lauraceae	[]
Actinodaphne glomerata	Lauraceae	['Litsea glomerata']
Actinodaphne macrophylla	Lauraceae	['Actinodaphne maingayi']
Actinodaphne malaccensis	Lauraceae	[]
Actinodaphne multiflora	Lauraceae	[]
Actinodaphne obovata	Lauraceae	[]
Actinodaphne omeiensis	Lauraceae	[]
Actinodaphne procera	Lauraceae	[]
Actinodaphne reticulata	Lauraceae	[]
Actinodaphne sesquipedalis	Lauraceae	[]
Actinodaphne species	not assigned	['Actinodaphne hookeri']
Actinodaphne sphaerocarpa	Lauraceae	[]
Actinolema macrolema	Apiaceae	[]
Actinoscirpus grossus	Cyperaceae	['Scirpus grossus']
Actinostemon amazonicus	Euphorbiaceae	[]
Actinostemon concepcionis	Euphorbiaceae	[]
Actinostemon concolor	Euphorbiaceae	['Gymnanthes concolor']
Actinostemon klotzschii	Euphorbiaceae	['Actinostemon communis']
Actinostemon lanceolatus	Euphorbiaceae	[]
Actinostemon species	not assigned	['Actinostemon lobatum']
Actinostrobus acuminatus	Cupressaceae	[]
Actinostrobus arenarius	Cupressaceae	[]
Actinostrobus pyramidalis	Cupressaceae	[]
Actinostrobus species	not assigned	['Actinostrobus glauca']
Actinotus forsythii	Apiaceae	[]
Actinotus gibbonsii	Apiaceae	[]
Actinotus helianthi	Apiaceae	[]
Actinotus leucocephalus	Apiaceae	[]
Actinotus minor	Apiaceae	[]
Adansonia digitata	Bombacaceae	[]
Adansonia grandidieri	Bombacaceae	[]
Adansonia gregorii	Bombacaceae	[]
Adansonia madagascariensis	Bombacaceae	[]
Adansonia perrieri	Bombacaceae	[]
Adansonia rubrostipa	Bombacaceae	[]
Adansonia species	not assigned	['Adansonia aethopium']
Adansonia suarezensis	Bombacaceae	[]
Adansonia za	Bombacaceae	[]
Adelia triloba	Euphorbiaceae	[]
Adelinia grande	Boraginaceae	['Cynoglossum grande']
Adelobotrys adscendens	Melastomataceae	[]
Adelobotrys boissierianus	Melastomataceae	['Adelobotrys boissieriana']
Adelobotrys macranthus	Melastomataceae	['Adelobotrys macrantha']
Adelobotrys saxosus	Melastomataceae	['Adelobotrys saxosa']
Adelobotrys scandens	Melastomataceae	[]
Adelobotrys tessmannii	Melastomataceae	[]
Adelocaryum species	not assigned	['Adelocaryum eoelestinum']
Adelphia hiraea	Malpighiaceae	['Mascagnia hippocrateoides', 'Mascagnia hiraea']
Adelphia macrophylla	Malpighiaceae	['Mascagnia macrophylla']
Adenandra fragrans	Rutaceae	[]
Adenandra gummifera	Rutaceae	[]
Adenandra obtusata	Rutaceae	[]
Adenanthera abrosperma	Fabaceae	[]
Adenanthera aglaosperma	Fabaceae	['Adenanthera bicolor']
Adenanthera intermedia	Fabaceae	[]
Adenanthera mantaroa	Fabaceae	[]
Adenanthera microsperma	Fabaceae	['Adenanthera tamarindifolia']
Adenanthera pavonina	Fabaceae	[]
Adenanthos cygnorum	Proteaceae	[]
Adenaria floribunda	Lythraceae	[]
Adenia cissampeloides	Passifloraceae	[]
Adenia cladosepala	Passifloraceae	[]
Adenia cordifolia	Passifloraceae	[]
Adenia digitata	Passifloraceae	[]
Adenia dolichosiphon	Passifloraceae	[]
Adenia ellenbeckii	Passifloraceae	[]
Adenia erecta	Passifloraceae	[]
Adenia fruticosa	Passifloraceae	[]
Adenia glauca	Passifloraceae	[]
Adenia globosa	Passifloraceae	[]
Adenia goetzei	Passifloraceae	[]
Adenia gummifera	Passifloraceae	[]
Adenia hastata	Passifloraceae	[]
Adenia heterophylla	Passifloraceae	[]
Adenia hondala	Passifloraceae	[]
Adenia karibaensis	Passifloraceae	[]
Adenia kigogoensis	Passifloraceae	[]
Adenia lanceolata	Passifloraceae	[]
Adenia litoralis	Passifloraceae	[]
Adenia lobata	Passifloraceae	['Adenia rumicifolia']
Adenia macrophylla	Passifloraceae	[]
Adenia mcdadiana	Passifloraceae	[]
Adenia metamorpha	Passifloraceae	[]
Adenia mossambicensis	Passifloraceae	[]
Adenia ovata	Passifloraceae	[]
Adenia panduriformis	Passifloraceae	[]
Adenia pechuelii	Passifloraceae	[]
Adenia repanda	Passifloraceae	[]
Adenia schliebenii	Passifloraceae	[]
Adenia spinosa	Passifloraceae	[]
Adenia stenodactyla	Passifloraceae	[]
Adenia stolzii	Passifloraceae	[]
Adenia stricta	Passifloraceae	[]
Adenia tuberifera	Passifloraceae	[]
Adenia venenata	Passifloraceae	[]
Adenia volkensii	Passifloraceae	[]
Adenia wightiana	Passifloraceae	[]
Adenia zambesiensis	Passifloraceae	[]
Adenium obesum	Apocynaceae	['Adenium honghel', 'Adenium multiflora', 'Adenium multiflorum', 'Adenium oleifolium', 'Adenium swazicum']
Adenocalymma albiflorum	Bignoniaceae	['Pleonotoma albiflora']
Adenocalymma allamandiflorum	Bignoniaceae	['Memora allamandiflora']
Adenocalymma apurense	Bignoniaceae	[]
Adenocalymma arthropetiolatum	Bignoniaceae	[]
Adenocalymma bracteatum	Bignoniaceae	[]
Adenocalymma bracteolatum	Bignoniaceae	[]
Adenocalymma bracteosum	Bignoniaceae	['Memora bracteosa']
Adenocalymma cladotrichum	Bignoniaceae	['Memora cladotricha']
Adenocalymma dusenii	Bignoniaceae	[]
Adenocalymma magnificum	Bignoniaceae	['Memora magnifica']
Adenocalymma marginatum	Bignoniaceae	[]
Adenocalymma moringifolium	Bignoniaceae	['Memora moringifolia']
Adenocalymma neoflavidum	Bignoniaceae	['Memora flavida']
Adenocalymma paulistarum	Bignoniaceae	[]
Adenocalymma prancei	Bignoniaceae	[]
Adenocalymma purpurascens	Bignoniaceae	[]
Adenocalymma racemosum	Bignoniaceae	['Memora racemosa']
Adenocalymma saulense	Bignoniaceae	[]
Adenocalymma schomburgkii	Bignoniaceae	['Memora consanguinea', 'Memora schomburgkii']
Adenocalymma subincanum	Bignoniaceae	[]
Adenocalymma tanaeciicarpum	Bignoniaceae	['Memora tanaeciicarpa']
Adenocarpus complicatus	Fabaceae	['Adenocarpus lainzii']
Adenocarpus decorticans	Fabaceae	[]
Adenocarpus foliolosus	Fabaceae	[]
Adenocarpus hispanicus	Fabaceae	[]
Adenocarpus mannii	Fabaceae	[]
Adenocarpus telonensis	Fabaceae	[]
Adenocarpus viscosus	Fabaceae	[]
Adenocaulon bicolor	Asteraceae	[]
Adenochlaena leucocephala	Euphorbiaceae	['Cephalocroton leucocephalus']
Adenochloa adenophora	Poaceae	['Panicum adenophorum']
Adenochloa bullockii	Poaceae	['Panicum bullockii']
Adenochloa claytonii	Poaceae	['Panicum claytonii']
Adenochloa ecklonii	Poaceae	['Panicum ecklonii']
Adenochloa flacciflora	Poaceae	['Panicum flacciflorum']
Adenochloa habrothrix	Poaceae	['Panicum habrothrix']
Adenochloa hymeniochila	Poaceae	['Panicum hymeniochilum']
Adenochloa lukwangulense	Poaceae	['Panicum lukwangulense']
Adenochloa nigromarginata	Poaceae	['Panicum nigromarginatum']
Adenochloa pectinella	Poaceae	['Panicum pectinellum']
Adenochloa pole-evansii	Poaceae	['Panicum pole-evansii']
Adenochloa sadinii	Poaceae	['Panicum sadinii']
Adenocline acuta	Euphorbiaceae	[]
Adenodolichos baumii	Fabaceae	[]
Adenodolichos exellii	Fabaceae	[]
Adenodolichos huillensis	Fabaceae	[]
Adenodolichos paniculatus	Fabaceae	[]
Adenodolichos punctatus	Fabaceae	[]
Adenodolichos rhomboideus	Fabaceae	[]
Adenodolichos rupestris	Fabaceae	[]
Adenogramma glomerata	Molluginaceae	[]
Adenolobus garipensis	Fabaceae	[]
