Species	PFT
Stylosanthes mucronata	not assigned (legume?)
Stylosanthes pilosa	not assigned (legume?)
Stylosanthes scabra	not assigned (legume?)
Stylosanthes sympodialis	not assigned (legume?)
Stylosanthes viscosa	not assigned (legume?)
Stypandra glauca	not assigned ()
Styphelia adscendens	not assigned ()
Styphelia laeta	not assigned ()
Styphelia longifolia	not assigned ()
Styphelia malayana	not assigned (shrub)
Styphelia pancheri	not assigned (shrub)
Styphelia psiloclada	not assigned ()
Styphelia suaveolens	not assigned (shrub)
Styphelia tameiameiae	not assigned (shrub)
Styphelia triflora	not assigned (shrub)
Styphelia tubiflora	not assigned (shrub)
Styphelia viridis	not assigned (shrub)
Styphnolobium japonicum	not assigned (legume?)
Styphnolobium parviflorum	not assigned (tree)
Styppeiochloa gynoglossa	grass
Styrax americana	not assigned ()
Styrax americanus	not assigned (shrub)
Styrax argenteus	not assigned (tree)
Styrax benzoin	not assigned ()
Styrax camporum	not assigned (tree)
Styrax fanshawei	not assigned ()
Styrax ferrugineus	not assigned (tree)
Styrax formosanus	not assigned ()
Styrax glaber	not assigned ()
Styrax glabratus	not assigned ()
Styrax grandifolia	not assigned ()
Styrax grandifolium	not assigned ()
Styrax grandifolius	not assigned ()
Styrax guyanensis	not assigned ()
Styrax hypargyreus	not assigned ()
Styrax hypochryseus	not assigned ()
Styrax hypoglaucus	not assigned ()
Styrax japonica	not assigned ()
Styrax japonicus	not assigned ()
Styrax leprosum	not assigned (tree)
Styrax leprosus	not assigned ()
Styrax longifolius	not assigned ()
Styrax obassia	not assigned ()
Styrax obassis	not assigned ()
Styrax odoratissimum	not assigned ()
Styrax officinalis	not assigned (shrub)
Styrax oliganthes	not assigned ()
Styrax pallidus	not assigned ()
Styrax paralleloneurus	not assigned ()
Styrax philadelphoides	not assigned ()
Styrax platanifolius	not assigned (shrub)
Styrax pohlii	not assigned ()
Styrax polyanthus	not assigned ()
Styrax polyneurus	not assigned ()
Styrax polyspermum	not assigned ()
Styrax serrulatum	not assigned ()
Styrax serrulatus	not assigned ()
Styrax subargenteus	not assigned ()
Styrax suberifolium	not assigned (tree)
Styrax suberifolius	not assigned ()
Styrax tarapotensis	not assigned ()
Styrax texanus	not assigned ()
Styrax tonkinensis	not assigned ()
Styrax vidalianus	not assigned ()
Suaeda acuminata	not assigned ()
Suaeda aegyptiaca	not assigned ()
Suaeda albescens	not assigned ()
Suaeda altissima	not assigned ()
Suaeda arcuata	not assigned ()
Suaeda arguinensis	not assigned ()
Suaeda articulata	not assigned ()
Suaeda asphaltica	not assigned ()
Suaeda australis	not assigned (shrub)
Suaeda baluchestanica	not assigned ()
Suaeda calceoliformis	not assigned ()
Suaeda californica	not assigned ()
Suaeda carnosissima	not assigned ()
Suaeda conferta	not assigned ()
Suaeda confusa	not assigned ()
Suaeda corniculata	forb
Suaeda crassifolia	not assigned ()
Suaeda cucullata	not assigned ()
Suaeda dendroides	not assigned ()
Suaeda depressa	not assigned ()
Suaeda divaricata	not assigned (shrub)
Suaeda esteroa	not assigned ()
Suaeda forsskalii	not assigned ()
Suaeda fruticosa	not assigned (shrub)
Suaeda glauca	forb
Suaeda heterophylla	not assigned ()
Suaeda hortensis	not assigned ()
Suaeda ifniensis	not assigned ()
Suaeda inermis	not assigned ()
Suaeda inflata	not assigned ()
Suaeda liaotungensis	not assigned ()
Suaeda linearis	not assigned ()
Suaeda linifolia	not assigned ()
Suaeda maritima	forb
Suaeda merxmuelleri	not assigned (shrub)
Suaeda mesopotamica	not assigned ()
Suaeda mexicana	not assigned ()
Suaeda microphylla	not assigned (shrub)
Suaeda microsperma	not assigned ()
Suaeda monodiana	not assigned ()
Suaeda monoica	not assigned (shrub)
Suaeda moquinii	not assigned (herb/shrub)
Suaeda nigra	not assigned ()
Suaeda novae-zelandiae	not assigned ()
Suaeda occidentalis	not assigned ()
Suaeda olufsenii	forb
Suaeda palaestina	not assigned ()
Suaeda palmeri	not assigned ()
Suaeda pannonica	not assigned ()
Suaeda paradoxa	not assigned ()
Suaeda patagonica	not assigned ()
Suaeda physophora	not assigned (shrub)
Suaeda plumosa	forb
Suaeda prostrata	not assigned ()
Suaeda pruinosa	not assigned ()
Suaeda pterantha	not assigned ()
Suaeda puertopenascoa	not assigned ()
Suaeda salsa	forb
Suaeda setigera	not assigned ()
Suaeda splendens	not assigned ()
Suaeda suffrutescens	forb
Suaeda tampicensis	not assigned ()
Suaeda taxifolia	not assigned ()
Suaeda torreyana	not assigned ()
Suaeda turkestanica	not assigned ()
Suaeda vera	not assigned (shrub)
Suaeda vermiculata	not assigned ()
Subpilocereus repandus	not assigned ()
Subularia aquatica	forb
Succisa pratensis	forb
Succisella inflexa	forb
Succowia balearica	not assigned ()
Suckleya petiolaris	not assigned ()
Sucupira amarela	not assigned ()
Sullivantia sullivantii	not assigned ()
Summerhayesia zambesiaca	forb
Sundacarpus amara	not assigned ()
Suregada adenophora	not assigned (shrub/tree)
Suregada africana	not assigned (shrub/tree)
Suregada capuronii	not assigned ()
Suregada chauvetiae	not assigned ()
Suregada glomerulata	not assigned (tree)
Suregada multiflora	not assigned (shrub/tree)
Suregada procera	not assigned (tree)
Suregada zanzibariensis	not assigned (tree)
Suriana maritima	not assigned (shrub)
Sutera atropurpurea	not assigned (shrub)
Sutera aurantiaca	not assigned (herb/shrub)
Sutera brunnea	not assigned (shrub)
Sutera burkeana	not assigned (shrub)
Sutera caerulea	not assigned ()
Sutera carvalhoi	not assigned (shrub)
Sutera elegantissima	not assigned (herb/shrub)
Sutera floribunda	not assigned (herb/shrub)
Sutera fodina	not assigned (herb/shrub)
Sutera hereroensis	forb
Sutera levis	not assigned ()
Sutera micrantha	not assigned (herb/shrub)
Sutera palustris	not assigned (herb/shrub)
Sutera tomentosa	not assigned ()
Sutherlandia frutescens	not assigned (shrub)
Sutherlandia microphylla	not assigned (shrub)
Swainsona behriana	not assigned (legume?)
Swainsona brachycarpa	not assigned (legume?)
Swainsona canescens	legume
Swainsona colutoides	not assigned (legume?)
Swainsona formosa	not assigned (legume?)
Swainsona galegifolia	not assigned (legume?)
Swainsona lessertiifolia	not assigned (legume?)
Swainsona maccullochiana	not assigned (legume?)
Swainsona microcalyx	not assigned (legume?)
Swainsona microphylla	legume
Swainsona murrayana	not assigned (legume?)
Swainsona oroboides	not assigned (legume?)
Swainsona phacoides	legume
Swainsona plagiotropis	not assigned (legume?)
Swainsona procumbens	not assigned (legume?)
Swainsona pterostylis	not assigned (legume?)
Swainsona queenslandica	not assigned (legume?)
Swainsona recta	not assigned (legume?)
Swainsona salsula	legume
Swainsona stipularis	not assigned (legume?)
Swainsona swainsonioides	not assigned (legume?)
Swallenia alexandrae	grass
Swallenochloa subtessellata	grass
Swartzia acutifolia	not assigned (legume?)
Swartzia apetala	not assigned (legume?)
Swartzia aptera	not assigned (legume?)
Swartzia arborescens	not assigned (tree)
Swartzia argentea	not assigned (legume?)
Swartzia bannia	not assigned (legume?)
Swartzia benthamiana	not assigned (tree)
Swartzia bombycina	not assigned (tree)
Swartzia brachyrachis	not assigned (tree)
Swartzia brachyrhachis	not assigned (tree)
Swartzia cardiosperma	not assigned (tree)
Swartzia conferta	not assigned (legume?)
Swartzia corrugata	not assigned (tree)
Swartzia cubensis	not assigned (tree)
Swartzia cuspidata	not assigned (tree)
Swartzia dipetala	not assigned (legume?)
Swartzia dolichopoda	not assigned (tree)
Swartzia euxylophora	not assigned (legume?)
Swartzia fasciata	not assigned (legume?)
Swartzia fistuloides	not assigned (legume?)
Swartzia flaemingii	not assigned (legume?)
Swartzia grandifolia	not assigned (legume?)
Swartzia guatemalensis	not assigned (tree)
Swartzia guianensis	not assigned (legume?)
Swartzia ingaefolia	not assigned (legume?)
Swartzia ingifolia	not assigned (tree)
Swartzia jorori	not assigned (legume?)
Swartzia krukovii	not assigned (legume?)
Swartzia laevicarpa	not assigned (legume?)
Swartzia lamellata	not assigned (legume?)
Swartzia langsdorffii	not assigned (legume?)
Swartzia latifolia	not assigned (legume?)
Swartzia laurifolia	not assigned (tree)
Swartzia laxiflora	not assigned (legume?)
Swartzia leblondii	not assigned (legume?)
Swartzia leiocalycina	not assigned (tree)
Swartzia leptopetala	not assigned (tree)
Swartzia longicarpa	not assigned (legume?)
Swartzia longistipitata	not assigned (tree)
Swartzia lucida	not assigned (legume?)
Swartzia macrocarpa	not assigned (legume?)
Swartzia macrostachya	not assigned (legume?)
Swartzia madagascariensis	not assigned (tree)
Swartzia multijuga	not assigned (legume?)
Swartzia myrtifolia	not assigned (tree)
Swartzia oblanceolata	not assigned (legume?)
Swartzia oblata	not assigned (legume?)
Swartzia obscura	not assigned (legume?)
Swartzia panacoco	not assigned (tree)
Swartzia panamensis	not assigned (legume?)
Swartzia pendula	not assigned (legume?)
Swartzia pinnata	not assigned (legume?)
Swartzia polyphylla	not assigned (tree)
Swartzia racemosa	not assigned (tree)
Swartzia recurva	not assigned (tree)
Swartzia remiger	not assigned (legume?)
Swartzia reticulata	not assigned (tree)
Swartzia schomburgkii	not assigned (tree)
Swartzia sericea	not assigned (legume?)
Swartzia simplex	not assigned (tree)
Swartzia tessmannii	not assigned (legume?)
Swartzia tomentifera	not assigned (tree)
Swartzia tomentosa	not assigned (legume?)
Swartzia ulei	not assigned (tree)
Sweetia fruticosa	not assigned (tree)
Sweetia nitens	not assigned (legume?)
Sweetia panamensis	not assigned (legume?)
Swertia abyssinica	forb
Swertia acaulis	forb
Swertia albicaulis	not assigned ()
Swertia albomarginata	not assigned ()
Swertia bimaculata	not assigned ()
Swertia cincta	not assigned ()
Swertia curtioides	forb
Swertia eminii	forb
Swertia fwambensis	forb
Swertia iberica	forb
Swertia intermixta	forb
Swertia johnsonii	forb
Swertia kilimandscharica	forb
Swertia marginata	forb
Swertia perennis	forb
Swertia perfoliata	not assigned ()
Swertia petiolata	not assigned ()
Swertia pleurogynoides	forb
Swertia pseudochinensis	not assigned ()
Swertia quartiniana	forb
Swertia radiata	not assigned ()
Swertia speciosa	not assigned ()
Swertia tetrandra	forb
Swertia usambarensis	forb
Swertia welwitschii	forb
Swida australis	not assigned ()
Swida macrophylla	not assigned (shrub)
Swida sanguinea	not assigned ()
Swietenia humilis	not assigned (tree)
Swietenia macrophylla	not assigned (tree)
Swietenia mahagoni	not assigned (tree)
Swietenia mahogani	not assigned ()
Swietenia mahogoni	not assigned (tree)
Swinglea glutinosa	not assigned ()
Swintonia acuta	not assigned (tree)
Swintonia floribunda	not assigned (tree)
Swintonia foxworthyi	not assigned (tree)
Swintonia glauca	not assigned (tree)
Swintonia penangiana	not assigned (tree)
Swintonia pierrei	not assigned (tree)
Swintonia robinsonii	not assigned ()
Swintonia schwenckii	not assigned (tree)
Swintonia spicifera	not assigned (tree)
Syagrus coronata	not assigned ()
Syagrus loefgrenii	not assigned ()
Syagrus orinocensis	not assigned ()
Syagrus pseudococos	not assigned (tree)
Syagrus romanzoffiana	not assigned (tree)
Sycopsis dunnii	not assigned ()
Sycopsis sinensis	not assigned ()
Symmeria paniculata	not assigned (tree)
Sympegma regelii	not assigned (shrub)
Sympetalandra borneensis	not assigned (legume?)
Sympetalandra densiflora	not assigned (legume?)
Symphionema montanum	not assigned ()
Symphionema paludosum	not assigned ()
Symphonia acuminata	not assigned (tree)
Symphonia eugenioides	not assigned (tree)
Symphonia fasciculata	not assigned (tree)
Symphonia globulifera	not assigned (tree)
Symphonia louvelii	not assigned (tree)
Symphonia microphylla	not assigned (tree)
Symphonia pauciflora	not assigned (tree)
Symphonia tanalensis	not assigned (tree)
Symphorema involucratum	not assigned ()
Symphorema luzonicum	not assigned ()
Symphorema polyandrum	not assigned ()
Symphoricarpos albus	not assigned (shrub)
Symphoricarpos chenaultii	not assigned ()
Symphoricarpos mollis	not assigned (shrub)
Symphoricarpos occidentalis	not assigned (shrub)
Symphoricarpos orbiculatus	not assigned (shrub)
Symphoricarpos oreophilus	not assigned (shrub)
Symphoricarpos rivularis	not assigned (shrub)
Symphoricarpos rotundifolius	not assigned (shrub)
Symphyandra armena	forb
Symphyandra wanneri	not assigned ()
Symphyopappus compressus	not assigned (shrub)
Symphyopappus cuneatus	not assigned (shrub)
Symphyotrichum ascendens	forb
Symphyotrichum chilense	forb
Symphyotrichum cordifolium	forb
Symphyotrichum ericoides	not assigned ()
Symphyotrichum falcatum	forb
Symphyotrichum foliaceum	forb
Symphyotrichum laeve	forb
Symphyotrichum lanceolatum	forb
Symphyotrichum lateriflorum	forb
Symphyotrichum novae-angliae	not assigned ()
Symphyotrichum novi-belgii	forb
Symphyotrichum oolentangiense	not assigned (herb/shrub)
Symphyotrichum patens	forb
Symphyotrichum pilosum	forb
Symphyotrichum prenanthoides	forb
Symphyotrichum puniceum	not assigned (herb/shrub)
Symphyotrichum subspicatum	forb
Symphyotrichum subulatum	forb
Symphysia racemosa	not assigned ()
Symphytum asperum	forb
Symphytum bulbosum	forb
Symphytum grandiflorum	not assigned ()
Symphytum officinale	forb
Symphytum orientale	forb
Symphytum palaestinum	not assigned ()
Symphytum tuberosum	forb
Symphytum uplandicum	forb
Symplectrodia gracilis	grass
Symplectrodia lanosa	grass
Symplocarpus foetidus	forb
Symplocarpus renifolius	forb
Symplococarpon purpusii	not assigned ()
Symplocos acuminatissima	not assigned ()
Symplocos adenophylla	not assigned ()
Symplocos anomala	not assigned (tree)
Symplocos arborea	not assigned ()
Symplocos arechea	not assigned (tree)
Symplocos atjehensis	not assigned ()
Symplocos austin-smithii	not assigned (tree)
Symplocos baeuerlenii	not assigned ()
Symplocos botryantha	not assigned (tree)
Symplocos brandisii	not assigned ()
Symplocos caudata	not assigned (tree)
Symplocos celastrifolia	not assigned ()
Symplocos celastrinea	not assigned ()
Symplocos cerasifolia	not assigned ()
Symplocos chinensis	not assigned (shrub)
Symplocos chiriquensis	not assigned ()
Symplocos citrea	not assigned ()
Symplocos cochinchinensis	not assigned (shrub/tree)
Symplocos confusa	not assigned ()
Symplocos coreana	not assigned ()
Symplocos deflexa	not assigned ()
Symplocos dolichotricha	not assigned ()
Symplocos ernestii	not assigned (tree)
Symplocos fasciculata	not assigned (tree)
Symplocos glauca	not assigned ()
Symplocos glomerata	not assigned ()
Symplocos guianensis	not assigned ()
Symplocos hayesii	not assigned ()
Symplocos heishanensis	not assigned (tree)
Symplocos henscheli	not assigned ()
Symplocos henschelii	not assigned ()
Symplocos itatiaiae	not assigned (shrub/tree)
Symplocos laeteviridis	not assigned (tree)
Symplocos lanceolata	not assigned (tree)
Symplocos lancifolia	not assigned (tree)
Symplocos laurina	not assigned (tree)
Symplocos limoncillo	not assigned ()
Symplocos lucida	not assigned ()
Symplocos martinicensis	not assigned ()
Symplocos microcalyx	not assigned ()
Symplocos mosenii	not assigned (tree)
Symplocos nitidiflora	not assigned ()
Symplocos odoratissima	not assigned (tree)
Symplocos ophirensis	not assigned ()
Symplocos paniculata	not assigned ()
Symplocos paucistaminea	not assigned ()
Symplocos pendula	not assigned ()
Symplocos pilosiuscula	not assigned ()
Symplocos polyandra	not assigned ()
Symplocos prionophylla	not assigned ()
Symplocos prunifolia	not assigned (tree)
Symplocos pyrifolia	not assigned ()
Symplocos racemosa	not assigned ()
Symplocos ramosissima	not assigned ()
Symplocos reflexa	not assigned ()
Symplocos revoluta	not assigned ()
Symplocos rubiginosa	not assigned ()
Symplocos serrulata	not assigned (tree)
Symplocos sessilifolia	not assigned ()
Symplocos setchuensis	not assigned (shrub/tree)
Symplocos spicata	not assigned ()
Symplocos stawellii	not assigned ()
Symplocos stellaris	not assigned (tree)
Symplocos sumuntia	not assigned (tree)
Symplocos tanakae	not assigned ()
Symplocos tenuifolia	not assigned ()
Symplocos tetrandra	not assigned (tree)
Symplocos theifolia	not assigned (tree)
Symplocos thwaitesii	not assigned ()
Symplocos tinctoria	not assigned ()
Symplocos tribracteolata	not assigned ()
Symplocos uniflora	not assigned (tree)
Symplocos vernicosa	not assigned (tree)
Symplocos verrucosa	not assigned ()
Symplocos zizyphoides	not assigned ()
Synadenium angolense	not assigned (shrub/tree)
Synadenium cameronii	not assigned (shrub/tree)
Synadenium cupulare	not assigned (shrub/tree)
Synadenium glabratum	not assigned (shrub)
Synadenium halipedicola	not assigned (shrub)
Synadenium kirkii	not assigned (shrub/tree)
Synandra hispidula	not assigned ()
Synaptophyllum juttae	forb
Synardisia venosa	not assigned ()
Syncarpha argyropsis	not assigned ()
Syncarpha charsleyae	forb
Syncarpha floribundum	forb
Syncarpha gnaphaloides	not assigned ()
Syncarpha jessenii	forb
Syncarpha milleflora	not assigned ()
Syncarpha paniculata	not assigned ()
Syncarpha roseum	forb
Syncarpha speciosissima	forb
Syncarpha staehelina	not assigned ()
Syncarpha tietkensii	forb
Syncarpha vestita	forb
